track_id,track_duration,track_genre,track_listens,split
51117,168,Experimental,Very Low,training
51118,171,Experimental,Very Low,training
51157,484,Experimental,Very Low,training
51158,88,Experimental,Very Low,training
51203,184,Experimental,Very Low,training
51260,235,Pop,Very Low,training
51261,296,Pop,Very Low,training
51262,220,Pop,Very Low,training
51263,208,Pop,Very Low,training
51265,242,Pop,Very Low,training
51267,247,Pop,Very Low,training
51268,156,Pop,Very Low,training
51272,230,Pop,Low,training
51273,184,Pop,Very Low,training
51274,225,Pop,Very Low,training
51275,220,Pop,Low,training
51276,221,Pop,Low,training
51278,262,Pop,Very Low,training
51291,279,Pop,Very Low,training
51292,248,Pop,Very Low,training
51301,286,Experimental,Very Low,validation
51305,263,Experimental,Very Low,training
51333,228,Folk,Very Low,training
51479,350,Experimental,Low,training
51655,167,Folk,Very Low,training
51659,325,Folk,Very Low,training
51661,232,Folk,Very Low,training
51776,132,Instrumental,Very High,training
51784,300,Electronic,High,training
51785,113,Electronic,High,training
51918,246,Folk,Very Low,training
51919,175,Folk,Very Low,training
51923,234,Electronic,Very High,validation
51954,306,Electronic,Very High,training
51991,485,International,Very Low,training
51992,456,International,Very Low,training
51998,383,International,Very Low,training
51999,308,International,Very Low,training
52000,311,International,Very Low,training
52001,406,International,Very Low,training
52034,164,Pop,Low,training
52035,211,Pop,Very Low,training
52036,186,Pop,Very Low,training
52037,62,Pop,Very Low,training
52039,172,Pop,Very Low,training
52040,154,Pop,Very Low,training
52041,107,Pop,Very Low,training
52045,212,Pop,Low,training
52120,280,International,Very Low,training
52121,319,International,Very Low,training
52122,243,International,Low,training
52123,186,International,Low,training
52124,145,International,Very Low,training
52125,235,International,Medium,training
52126,499,International,Very Low,training
52127,207,International,High,training
52128,204,International,High,training
52129,166,International,High,training
52375,194,Pop,Very Low,training
52380,135,Pop,Very Low,validation
52393,252,Pop,Low,training
52409,281,Electronic,High,training
52446,107,Instrumental,Very High,validation
52447,86,Instrumental,High,training
52448,78,Instrumental,High,training
52449,93,Instrumental,Very High,training
52451,145,Instrumental,Very High,validation
52500,350,Folk,Very Low,training
52501,181,Folk,Very Low,training
52502,203,Folk,Very Low,validation
52508,212,Folk,Very Low,training
52522,214,Rock,Very High,training
52579,177,Hip-Hop,High,training
52628,163,Electronic,Very High,training
52629,148,Electronic,Very High,validation
52630,71,Electronic,Very High,training
52631,163,Electronic,Very High,training
52632,121,Electronic,Very High,training
52633,118,Electronic,Very High,training
52634,218,Electronic,Very High,validation
52635,139,Electronic,Very High,validation
52636,178,Electronic,Very High,training
52638,162,Electronic,Very High,training
52639,155,Electronic,Very High,training
52641,161,Electronic,Very High,training
52642,328,Electronic,Very High,training
52644,90,Electronic,Very High,training
52645,164,Electronic,Very High,training
52647,126,Electronic,Very High,training
52648,90,Electronic,Very High,training
52649,188,Electronic,Very High,training
52650,248,Electronic,Very High,training
52859,264,Experimental,Very Low,training
52860,249,Experimental,Low,training
52861,302,Experimental,Low,training
52862,462,Experimental,Very Low,training
52945,353,Folk,Very Low,training
52946,253,Folk,High,training
52948,400,Folk,Very Low,training
52950,290,Folk,Low,validation
52951,194,Folk,Very Low,validation
52953,330,Folk,Very Low,training
52955,282,Folk,Very Low,training
53154,213,International,Very Low,training
53156,184,International,Very Low,training
53157,82,International,Low,training
53158,268,International,Very Low,training
53159,144,International,Low,training
53160,213,International,Very Low,training
53228,171,Pop,Very Low,training
53229,216,Pop,Very Low,training
53299,240,International,Very Low,training
53301,272,International,Very Low,training
53302,214,International,Very Low,training
53379,158,Hip-Hop,Low,training
53381,115,Hip-Hop,Low,validation
53457,234,Electronic,Very High,training
53496,242,Electronic,Very High,training
53576,203,Folk,Very Low,validation
53578,253,Folk,Very Low,training
53586,488,Folk,High,training
53587,345,Folk,Medium,training
53588,474,Folk,Low,training
53589,545,Folk,Low,training
53591,263,Pop,Low,training
53592,205,Pop,Low,training
53675,305,Experimental,Very Low,training
53723,158,International,Medium,training
53724,274,International,Low,training
53725,366,International,Low,training
53726,337,International,Medium,training
53727,277,International,High,training
53728,509,International,Very High,training
53729,256,Experimental,Low,training
53862,255,Electronic,High,training
53863,241,Electronic,Very High,training
53937,99,Pop,Low,training
54031,514,Pop,Very Low,training
54032,144,Pop,Very Low,training
54033,209,Pop,Very High,training
54034,121,Pop,Very Low,training
54037,330,Pop,Very Low,training
54039,102,Pop,Very Low,training
54061,209,Folk,Very Low,training
54062,93,Folk,Low,training
54063,377,Folk,Medium,training
54064,340,Folk,Medium,training
54149,178,Instrumental,Very High,training
54150,372,Instrumental,Very High,validation
54151,278,Instrumental,Very High,training
54152,430,Instrumental,High,training
54153,336,Instrumental,High,training
54154,446,Instrumental,High,validation
54155,365,Instrumental,High,training
54156,201,Instrumental,High,training
54158,290,Instrumental,High,training
54159,157,Instrumental,Very High,training
54163,151,Rock,Medium,training
54235,255,Pop,Low,training
54236,253,Pop,Low,training
54237,277,Pop,Very Low,training
54297,184,Folk,Very Low,validation
54335,362,Electronic,Medium,training
54365,211,Hip-Hop,Low,training
54376,195,Hip-Hop,High,training
54433,309,International,Very Low,training
54436,274,International,Very Low,training
54437,407,International,Very Low,training
54438,378,International,Very Low,training
54443,233,International,Very Low,training
54463,288,International,Low,training
54464,175,International,Very Low,training
54465,223,International,Very Low,training
54466,221,International,Low,training
54467,203,International,Very Low,training
54468,218,International,Medium,training
54469,167,International,Medium,training
54470,185,International,Very High,training
54476,297,International,Very Low,validation
54479,424,International,Very Low,training
54480,295,International,Very Low,training
54481,233,International,Low,training
54482,263,International,Medium,training
54554,205,Experimental,Very Low,training
54568,184,International,Low,training
54576,153,International,Low,training
54578,138,International,Medium,training
54580,236,International,Medium,training
54621,173,Rock,High,training
54623,188,Rock,Medium,training
54625,221,Rock,High,training
54626,194,Rock,Very High,training
54662,156,Electronic,Very High,training
54665,187,Pop,Low,training
54666,139,Pop,Low,training
54667,217,Pop,Very High,training
54719,190,Electronic,Very High,training
54753,173,Hip-Hop,Low,training
54874,245,Electronic,Very High,training
54942,438,Rock,Medium,training
55076,255,Pop,High,training
55097,353,Hip-Hop,Very Low,validation
55100,209,Hip-Hop,Very Low,training
55101,116,Hip-Hop,Very Low,training
55102,104,Hip-Hop,Low,validation
55113,213,Hip-Hop,Low,training
55119,191,Hip-Hop,Very Low,validation
55120,183,Hip-Hop,Very Low,training
55121,218,Hip-Hop,Low,training
55122,191,Hip-Hop,Medium,training
55123,113,Hip-Hop,Very High,training
55124,198,Hip-Hop,Medium,training
55149,330,Electronic,High,training
55183,141,Electronic,Very High,training
55186,152,Electronic,Very High,training
55231,385,International,Very Low,training
55232,306,International,Very Low,training
55233,217,International,Very Low,training
55234,333,International,Very Low,training
55235,421,International,Very Low,training
55236,233,International,Low,training
55237,258,International,Very Low,training
55238,424,International,Very Low,training
55240,270,International,Very Low,training
55241,298,International,Very Low,validation
55242,344,International,Very Low,training
55285,85,Pop,Low,training
55286,290,Pop,Medium,training
55287,318,Pop,Medium,training
55289,295,Pop,Low,training
55290,211,Pop,Low,training
55291,287,Pop,Very Low,training
55292,225,Pop,Low,training
55293,278,Pop,Very Low,training
55294,273,Pop,Low,training
55295,298,Pop,Very Low,validation
55402,185,Rock,Medium,training
55430,183,Pop,Very Low,training
55436,157,Pop,Very Low,training
55437,152,Pop,Very Low,training
55481,165,Experimental,Very Low,training
55549,268,Hip-Hop,Very High,training
55572,205,Hip-Hop,Low,training
55709,386,Rock,Medium,training
55710,173,Rock,Medium,training
55711,229,Rock,Medium,training
55712,247,Rock,Medium,training
55714,228,Rock,High,training
55715,280,Rock,High,training
55716,272,Rock,High,training
55717,241,Rock,High,training
55718,401,Rock,Very High,validation
55719,214,Rock,Very High,training
55782,150,Electronic,High,validation
55783,191,Electronic,High,training
55786,70,Electronic,Very High,training
55807,228,Electronic,Very High,training
55809,352,Electronic,High,training
55810,356,Electronic,Very High,training
55811,291,Electronic,Very High,training
55826,212,International,Very Low,training
55827,236,International,Very Low,training
55828,353,International,Very Low,training
55830,356,International,Medium,training
55831,257,International,Low,training
55832,291,International,Medium,training
55833,379,International,Medium,training
56010,345,Experimental,Very Low,training
56015,207,Experimental,Very Low,training
56020,336,Experimental,Very Low,validation
56028,150,Electronic,Very High,training
56029,253,Electronic,Very High,validation
56031,428,Experimental,Very Low,training
56033,135,Experimental,Very Low,validation
56034,131,Electronic,Very High,training
56036,208,Electronic,Very High,validation
56247,280,Pop,Low,training
56249,336,Pop,Very Low,training
56274,114,Pop,Medium,training
56275,164,Pop,Medium,training
56460,301,Pop,Low,training
56465,147,International,Low,training
56466,113,International,Medium,training
56467,96,International,High,training
56469,237,International,High,training
56470,442,International,Medium,training
56471,167,International,Very High,training
56472,239,International,High,training
56474,161,International,Very High,training
56493,165,Hip-Hop,Low,training
56495,177,Hip-Hop,Low,training
56496,87,Hip-Hop,Very Low,training
56497,160,Hip-Hop,Medium,training
56498,72,Hip-Hop,Medium,validation
56499,66,Hip-Hop,Medium,training
56516,170,Folk,Low,training
56517,122,Folk,Medium,training
56518,157,Folk,Medium,training
56519,140,Folk,Medium,training
56520,146,Folk,High,training
56521,154,Folk,High,training
56552,119,Rock,High,training
56559,82,Rock,Medium,training
56639,228,Hip-Hop,Low,training
56640,145,Hip-Hop,Medium,training
56641,145,Hip-Hop,Low,training
56646,108,Rock,High,training
56648,108,Rock,High,training
56649,140,Rock,High,training
56650,124,Rock,High,training
56651,156,Rock,Very High,training
56686,194,International,Very Low,validation
56687,271,International,Very Low,training
56688,217,International,Very Low,validation
56689,173,International,Very Low,training
56690,484,International,Very Low,training
56691,231,International,Very Low,training
56693,196,International,Low,training
56694,131,International,Low,training
56695,447,International,Low,training
56795,242,Electronic,Very High,training
56796,266,Electronic,Very High,training
56797,223,Electronic,Very High,validation
56798,168,Electronic,Very High,training
56799,215,Electronic,Very High,training
56800,222,Electronic,Very High,training
56801,155,Electronic,Very High,training
56802,331,Electronic,Very High,training
56804,182,Electronic,Very High,training
56805,201,Electronic,Very High,validation
56874,228,Electronic,Very High,training
56888,451,Experimental,Medium,training
56895,164,Pop,Medium,training
57078,337,Pop,Low,training
57175,153,Folk,Low,training
57176,189,Folk,Low,training
57177,85,Folk,Low,training
57178,222,Pop,Low,training
57179,222,Pop,Low,training
57180,222,Pop,High,training
57271,215,Experimental,Medium,training
57272,240,Experimental,Low,validation
57273,511,Experimental,Low,validation
57274,292,Experimental,Medium,training
57360,244,Experimental,Very Low,training
57371,294,Instrumental,High,training
57417,384,Electronic,Very High,training
57418,156,Instrumental,Medium,training
57435,319,Pop,Low,training
57437,333,Pop,Low,validation
57439,260,Pop,High,validation
57440,140,Experimental,Very Low,training
57442,216,Experimental,Very Low,training
57500,145,Rock,High,validation
57626,413,Experimental,Low,training
57627,191,Experimental,Low,validation
57628,352,Experimental,Very High,training
57629,347,Experimental,Low,training
57630,377,Experimental,Medium,training
57639,203,Folk,Very Low,training
57640,228,Folk,Very Low,training
57648,261,Folk,Low,training
57658,216,Rock,Medium,training
57662,195,Rock,High,training
57663,107,Rock,Very High,training
57665,283,International,High,training
57691,165,International,High,training
57697,246,International,Very High,training
57819,108,Hip-Hop,Very High,training
57823,121,Hip-Hop,Very High,validation
57891,96,Rock,Very High,training
57892,132,Rock,Very High,training
57936,218,Experimental,Very High,training
57937,64,Experimental,Very High,training
57938,293,Experimental,Very High,training
57939,135,Experimental,High,training
57943,149,Experimental,High,training
57968,549,Rock,High,training
58054,194,Experimental,Very Low,training
58060,269,Experimental,Low,training
58061,279,Experimental,Very Low,training
58063,105,Experimental,Medium,training
58068,491,Experimental,Very Low,training
58070,208,Experimental,Medium,validation
58115,183,Pop,Medium,training
58116,165,Pop,Low,training
58117,134,Pop,Low,validation
58135,222,Folk,Very Low,training
58140,107,Folk,Very Low,training
58161,233,Pop,Very Low,training
58162,75,Pop,Very Low,training
58164,102,Pop,Very Low,training
58166,80,Pop,Very Low,training
58169,98,Pop,Very Low,training
58170,90,Pop,Very Low,training
58173,104,Pop,Very Low,training
58174,215,Pop,Very Low,training
58207,273,Hip-Hop,Medium,training
58213,197,Hip-Hop,High,training
58215,205,Hip-Hop,Very Low,training
58221,256,Rock,Medium,training
58225,178,Rock,Medium,validation
58334,198,Rock,Very High,validation
58341,225,Electronic,Very High,training
58474,333,Pop,Very Low,training
58539,192,Rock,High,training
58541,241,Rock,High,training
58542,252,Rock,High,training
58543,193,Rock,Very High,training
59078,178,Rock,Very High,training
59373,190,Rock,Medium,training
59374,238,Rock,High,training
59443,275,Pop,Very Low,training
59446,92,Pop,Very Low,training
59448,180,Pop,Very Low,training
59449,299,Pop,Very Low,training
59451,300,Pop,Very Low,training
59454,356,Pop,Very Low,training
59561,177,Rock,High,training
59562,140,Rock,Medium,training
59581,187,International,Very High,training
59653,184,International,Very Low,training
59654,214,International,Very Low,training
59659,304,International,Very Low,training
59660,168,International,Very Low,training
59664,167,International,Very Low,training
59666,240,International,Very Low,training
59667,203,International,Very Low,training
59669,139,International,Very Low,validation
59673,131,International,Very Low,training
59675,64,International,Very Low,training
59676,166,International,Very Low,training
59678,177,International,Very Low,training
59679,210,International,Very Low,validation
59680,174,International,Very Low,training
59682,378,International,Medium,training
59683,421,International,High,training
59684,146,International,High,training
59685,216,International,Very High,training
59686,251,International,High,training
59695,242,International,Very Low,training
59702,200,International,Very Low,training
59706,211,International,Very Low,training
59707,230,International,Very Low,training
59708,228,International,Very Low,training
59709,251,International,Very Low,training
59710,286,International,Low,training
59711,193,International,Very Low,training
59718,250,International,Very Low,training
59719,232,International,Very Low,training
59720,105,International,Very Low,training
59721,170,International,Very Low,training
59723,137,International,Low,training
59724,144,International,Very Low,training
59725,160,International,Low,validation
59726,187,International,Low,training
59727,81,International,Low,training
59823,255,Experimental,Low,training
59876,275,Rock,Medium,training
60037,116,International,High,training
60038,381,International,High,training
60041,495,International,Very High,validation
60045,183,International,Very High,training
60048,539,International,Very High,training
60074,144,Experimental,Very Low,validation
60143,189,International,Very Low,validation
60144,358,International,Very Low,training
60145,267,International,Very Low,training
60146,540,International,Very Low,training
60170,99,Folk,Very Low,training
60317,165,Experimental,High,training
60331,176,Experimental,Very Low,training
60474,280,Hip-Hop,Low,training
60476,235,Hip-Hop,Medium,training
60477,156,Hip-Hop,Medium,training
60478,197,Hip-Hop,High,training
60510,219,Hip-Hop,Low,training
60533,262,International,Very Low,training
60534,269,International,Low,training
60535,355,International,Low,training
60536,345,International,Low,training
60537,353,International,High,training
60544,382,International,Very Low,training
60547,320,International,Very Low,training
60548,291,International,Very Low,training
60549,256,International,Very Low,training
60736,72,Rock,Very High,training
60753,305,International,Very Low,training
60755,219,International,Very Low,training
60756,192,International,Very Low,training
60757,127,International,Very Low,validation
60758,239,International,Low,validation
60775,172,International,Low,training
60776,293,International,Very Low,training
60777,197,International,Low,training
60857,235,International,Very Low,training
60864,284,International,Very Low,training
60865,361,International,Very Low,training
60872,74,International,Low,training
60873,168,International,Low,training
60874,184,International,Low,validation
60875,231,International,High,training
60994,177,Experimental,Low,validation
61006,312,Folk,Medium,training
61007,138,Folk,Low,training
61008,225,Folk,Very Low,validation
61010,190,Folk,Very Low,training
61011,257,Folk,Very High,training
61012,231,Folk,Very Low,training
61013,266,Folk,Very Low,training
61159,251,Hip-Hop,Low,training
61160,99,Hip-Hop,Low,training
61161,127,Hip-Hop,Low,training
61172,126,Hip-Hop,Medium,training
61174,85,Hip-Hop,Low,training
61175,93,Hip-Hop,Low,training
61452,311,Hip-Hop,Low,training
61453,182,Hip-Hop,Medium,training
61491,197,Rock,Very High,training
61492,275,Rock,Very High,training
61493,397,Rock,Very High,training
61587,188,Pop,Very Low,training
61591,266,Pop,Very Low,training
61592,241,Pop,Very Low,training
61668,266,Hip-Hop,Low,validation
61670,201,Pop,Medium,training
61679,195,Pop,Low,training
61734,73,Pop,Very Low,training
61736,155,Pop,Very Low,training
61742,209,Pop,Very Low,training
61820,295,Rock,Medium,training
61821,171,Rock,Medium,training
61884,116,Hip-Hop,Medium,training
62001,209,Hip-Hop,Low,training
62003,148,Instrumental,Medium,training
62005,325,Instrumental,Medium,training
62007,244,Instrumental,Medium,validation
62163,267,Pop,Very Low,training
62164,197,Pop,Very Low,training
62165,410,Pop,Very Low,training
62180,171,Instrumental,Very High,training
62183,251,International,Medium,training
62184,231,International,Medium,training
62185,180,International,Medium,training
62186,288,International,High,training
62187,480,International,Medium,training
62188,350,International,Medium,training
62189,298,International,High,validation
62190,349,International,Medium,training
62192,294,International,High,training
62193,271,International,High,training
62195,216,International,Very High,training
62196,393,International,Very High,training
62337,291,Rock,Medium,training
62426,264,Folk,Very High,training
62436,120,Pop,Very High,training
62445,326,Rock,Very High,training
62448,343,Pop,Very High,training
62449,206,Pop,Very High,training
62450,187,Pop,Very High,training
62452,240,Pop,Very High,training
62458,215,Rock,Very High,training
62525,297,International,Very High,training
62526,220,International,High,training
62527,220,International,Medium,training
62528,243,International,High,training
62529,185,International,Medium,training
62531,159,International,High,training
62532,256,International,High,training
62533,456,International,High,training
62534,431,International,Very High,training
62586,266,Rock,Very High,training
62589,129,International,Medium,training
62591,525,International,Medium,training
62594,453,International,High,training
62595,213,International,High,training
62596,344,International,Very High,training
62655,236,Rock,Medium,training
62671,332,Electronic,Very High,training
62742,171,Pop,Very High,training
62748,232,Pop,Very High,validation
62749,210,Pop,Very High,validation
62750,233,Pop,Very High,training
62751,311,Pop,Very High,training
62753,284,Pop,Very High,training
63043,217,Rock,Medium,training
63045,263,Rock,High,validation
63064,218,Electronic,High,training
63065,287,Electronic,Very High,training
63117,117,Rock,Medium,training
63149,102,Experimental,Very Low,validation
63159,92,Experimental,Very Low,training
63161,70,Experimental,Very Low,training
63191,128,Rock,Very High,validation
63208,295,Folk,Very Low,training
63226,223,Pop,Very Low,training
63250,343,Folk,Medium,training
63251,227,Folk,Low,training
63252,295,Folk,Low,validation
63255,236,Folk,Low,validation
63257,171,Folk,Low,training
63258,464,Folk,Low,training
63289,136,Instrumental,Medium,training
63290,213,Instrumental,Medium,training
63291,504,Instrumental,Medium,training
63292,112,Instrumental,High,training
63456,235,Folk,High,training
63457,396,Folk,High,training
63470,244,Rock,Medium,training
63471,338,Rock,High,training
63472,347,Rock,Very High,training
63626,450,Experimental,Very Low,training
63655,229,Electronic,High,training
63733,74,Hip-Hop,Very Low,training
63757,79,Hip-Hop,Very Low,training
63770,76,Hip-Hop,Medium,training
63789,124,Hip-Hop,Low,training
63803,233,Hip-Hop,Low,training
63804,205,Hip-Hop,High,training
63805,128,Hip-Hop,Medium,training
63874,304,Hip-Hop,Low,validation
63908,178,Hip-Hop,Very Low,training
63922,270,Rock,High,training
63936,167,Experimental,Very Low,training
63999,227,Pop,Very Low,training
64005,224,Pop,Very Low,training
64006,280,Pop,Very Low,training
64007,242,Pop,Very Low,training
64008,201,Pop,Very Low,training
64009,343,Pop,Very Low,training
64035,125,Rock,High,training
64078,159,Experimental,Low,training
64079,332,Pop,Medium,training
64091,153,Experimental,Very High,training
64093,87,Experimental,Very Low,training
64247,142,Experimental,Medium,training
64248,124,Experimental,Very Low,validation
64249,163,Experimental,Low,training
64252,174,Experimental,Very Low,training
64253,141,Experimental,Very Low,training
64332,172,Electronic,Very High,training
64334,176,Electronic,Very High,training
64338,270,Hip-Hop,Medium,training
64364,72,Pop,Medium,training
64365,63,Pop,Medium,training
64366,72,Pop,Medium,training
64407,312,International,Medium,training
64408,312,International,Low,training
64409,305,International,Medium,training
64410,284,International,Medium,validation
64515,205,Hip-Hop,Very Low,training
64516,234,Hip-Hop,Low,training
64517,286,Hip-Hop,Low,training
64519,246,Hip-Hop,Low,training
64520,242,Hip-Hop,Very Low,training
64521,168,Hip-Hop,Low,training
64522,267,Hip-Hop,Medium,training
64523,137,Hip-Hop,Medium,training
64535,228,Electronic,Very High,training
64536,257,Electronic,Very High,training
64537,340,Electronic,Very High,training
64538,263,Electronic,Very High,training
64542,219,Electronic,High,validation
64553,181,Folk,Very Low,training
64556,236,Folk,Very Low,training
64567,317,Rock,High,training
64590,220,International,Very High,training
64591,237,International,Very High,training
64592,199,International,Very High,validation
64593,234,International,Very High,training
64594,121,Experimental,Medium,training
64601,147,Experimental,Low,training
64604,138,Experimental,Very Low,training
64618,310,Electronic,High,training
64625,116,Hip-Hop,Very High,training
64626,115,Hip-Hop,Very High,training
64627,72,Hip-Hop,Very High,training
64628,66,Hip-Hop,Very High,training
64629,65,Hip-Hop,Very High,validation
64631,62,Hip-Hop,Very High,training
64659,155,Rock,Medium,training
64787,335,Pop,High,training
64789,465,Pop,High,training
64796,198,Pop,Low,training
64809,305,Folk,Very High,validation
64834,243,Pop,Very Low,training
64840,317,Pop,Very Low,training
64841,253,Pop,Very Low,training
64855,126,Experimental,Low,training
64856,142,Experimental,High,training
64857,145,Experimental,High,training
64858,96,Experimental,Medium,training
64859,71,Experimental,Medium,training
64860,125,Experimental,Medium,validation
64861,102,Experimental,Medium,training
64862,116,Experimental,Very High,training
64863,182,Experimental,High,training
64864,131,Experimental,High,training
64865,156,Experimental,Very High,training
64866,136,Experimental,Very High,training
64893,364,Experimental,Very Low,training
64895,306,Experimental,Very Low,training
64896,305,Experimental,Very Low,training
64918,171,Rock,Very High,training
64919,190,Rock,Very High,training
64988,278,Hip-Hop,Very High,training
64989,238,Hip-Hop,High,training
64990,132,Hip-Hop,Very High,training
64991,141,Hip-Hop,Very High,training
64992,252,Hip-Hop,Very High,training
64993,130,Hip-Hop,Very High,training
64994,256,Hip-Hop,Very High,training
64995,251,Hip-Hop,Very High,training
65037,588,Electronic,High,training
65038,305,Electronic,Very High,training
65039,288,Electronic,Very High,training
65040,328,Electronic,Very High,training
65063,132,Electronic,Very High,training
65064,88,Electronic,Very High,training
65073,260,Electronic,Very High,training
65076,293,International,Low,validation
65077,206,International,Low,training
65090,299,Experimental,Low,training
65234,504,Experimental,Very High,training
65488,240,Electronic,High,training
65619,228,Rock,Medium,training
65683,170,Folk,Very Low,training
65752,85,Hip-Hop,Very High,training
65755,198,Pop,Very Low,training
65777,231,Electronic,High,training
65779,260,Electronic,Very High,training
65780,381,Electronic,Very High,training
65893,206,Folk,Very Low,validation
66058,162,Folk,Medium,training
66073,211,Electronic,Very High,validation
66075,192,Electronic,Very High,training
66076,222,Electronic,Very High,training
66180,203,Folk,Very Low,training
66187,177,Folk,Very Low,training
66390,468,Electronic,High,training
66394,224,Rock,High,training
66405,240,Rock,Medium,training
66469,78,Experimental,Very Low,training
66482,97,Experimental,Low,training
66483,108,Experimental,High,training
66525,308,Instrumental,Low,training
66534,107,Rock,High,training
66535,87,Rock,High,training
66536,78,Rock,High,training
66539,108,Rock,Very High,training
66636,306,Electronic,High,training
66637,195,Electronic,Very High,training
66638,414,Electronic,Very High,training
66641,238,Pop,Very Low,training
66643,186,Pop,Very Low,training
66644,187,Pop,Low,validation
66646,259,Pop,Very Low,training
66648,271,Pop,Very Low,training
66649,245,Pop,Very Low,training
66650,142,Pop,Very Low,training
66689,306,Electronic,Very High,training
66690,260,Electronic,High,training
66717,204,Rock,Medium,training
66782,173,Pop,Low,training
66783,131,Pop,Low,training
67007,221,Pop,Very High,validation
67010,222,Pop,Low,training
67011,365,Folk,Very Low,training
67016,344,Folk,Very Low,training
67017,348,Folk,Very Low,training
67121,314,Rock,High,training
67163,428,Rock,Medium,training
67232,149,Hip-Hop,Low,training
67233,123,Hip-Hop,Low,training
67235,129,Hip-Hop,Low,training
67237,206,Rock,Medium,training
67308,480,Electronic,Very High,training
67330,209,Pop,Very Low,training
67331,353,Pop,Very Low,training
67332,300,Pop,Low,validation
67333,277,Pop,Low,training
67334,243,Pop,Low,training
67336,229,Pop,Medium,training
67357,251,Pop,Very Low,training
67358,198,Pop,Very Low,training
67359,252,Pop,Very Low,training
67360,194,Pop,Very Low,training
67361,190,Pop,Very Low,training
67362,316,Pop,Very Low,training
67363,169,Pop,Low,training
67364,340,Pop,Very Low,training
67365,150,Pop,Very Low,training
67367,210,Pop,Low,training
67368,289,Pop,Medium,validation
67412,168,Rock,High,training
67470,128,Electronic,Very High,training
67500,277,Experimental,Very Low,training
67556,295,Rock,Medium,training
67557,216,Rock,Medium,training
67558,290,Rock,High,training
67597,73,Folk,Very Low,training
67598,160,Folk,Very Low,training
67600,195,Folk,Very Low,training
67637,344,Electronic,Very High,training
67638,196,Electronic,Very High,training
67639,170,Electronic,Very High,training
67640,277,Electronic,Very High,training
67660,219,Rock,High,training
67707,245,Experimental,Very Low,training
67760,248,Pop,Very Low,training
67765,388,Folk,Very Low,training
67766,300,Folk,Very Low,training
67784,243,Hip-Hop,Medium,training
67793,157,Hip-Hop,Low,training
67829,134,Experimental,High,training
68353,141,Pop,Very Low,training
68354,213,Pop,Very Low,training
68355,173,Pop,Very Low,validation
68356,265,Pop,Low,training
68404,169,Rock,High,validation
68407,210,Experimental,Low,training
68410,248,Experimental,Very Low,training
68444,285,Electronic,Very High,training
68531,94,Hip-Hop,Low,training
68536,156,Experimental,Medium,training
68538,406,Experimental,Very Low,validation
68539,103,Experimental,High,training
68540,219,Experimental,Very Low,training
68541,82,Experimental,Very Low,training
68543,120,Experimental,Very Low,training
68549,525,Experimental,Very Low,training
68551,72,Experimental,Very Low,training
68573,97,Experimental,High,training
68579,82,Experimental,Low,training
68582,215,Electronic,Very High,training
68587,278,Electronic,High,training
68592,180,Hip-Hop,Low,training
68600,205,Hip-Hop,High,training
68601,258,Hip-Hop,Medium,training
68680,141,Electronic,Very High,training
68682,93,Electronic,High,training
68683,220,Electronic,Very High,training
68820,78,Rock,High,training
68821,292,Rock,Very High,training
68837,284,Folk,Low,training
68838,225,Folk,Very Low,training
68841,253,Folk,Very Low,training
68842,210,Folk,Very Low,training
68843,209,Folk,Very High,training
68844,364,Folk,Low,training
68852,113,Folk,Very Low,training
68853,83,Folk,Very High,training
68854,114,Folk,Very Low,training
68860,104,Folk,Very Low,training
68861,121,Folk,Very Low,training
68862,108,Folk,Low,training
68869,273,Experimental,Very Low,training
68872,273,Experimental,Very Low,training
68875,273,Experimental,Very Low,training
68891,268,Electronic,Very High,training
68892,240,Electronic,Very High,training
68893,265,Electronic,Very High,validation
68894,261,Electronic,Very High,validation
68895,304,Electronic,Very High,training
68896,344,Electronic,Very High,training
68897,326,Electronic,Very High,training
68898,230,Electronic,Very High,training
68899,260,Electronic,Very High,training
68909,339,Rock,Medium,training
69001,126,Experimental,Low,training
69170,171,Electronic,Very High,training
69181,281,Pop,Very Low,training
69182,310,Pop,Very Low,validation
69188,386,Pop,Very Low,training
69193,402,Electronic,Very High,training
69194,386,Electronic,Very High,training
69195,426,Electronic,Very High,training
69197,306,Electronic,Very High,training
69199,382,Electronic,Very High,training
69200,328,Electronic,Very High,training
69201,382,Electronic,Very High,training
69202,239,Electronic,Very High,training
69203,278,Electronic,Very High,training
69204,333,Electronic,Very High,training
69206,332,Electronic,Very High,training
69207,414,Electronic,Very High,training
69208,449,Electronic,Very High,training
69210,428,Electronic,Very High,validation
69211,457,Electronic,Very High,training
69221,260,Electronic,High,training
69222,336,Electronic,High,validation
69223,295,Electronic,Very High,training
69303,551,Experimental,Very Low,training
69554,297,Hip-Hop,Low,training
69555,223,Hip-Hop,Low,training
69561,226,Hip-Hop,Very Low,training
69563,259,Hip-Hop,Low,training
69564,240,Hip-Hop,Medium,training
69567,199,Folk,Very Low,training
69682,529,Experimental,Low,training
69723,211,Rock,Low,training
69726,178,Rock,Medium,training
69727,155,Rock,Very High,training
69732,206,Electronic,High,training
69744,242,Pop,Low,training
69745,228,Pop,Very Low,training
69746,197,Pop,Low,training
69747,187,Pop,Medium,validation
69761,116,Folk,Very High,training
69762,341,Folk,Very High,training
69763,258,Folk,Very High,training
69764,410,Folk,Very High,training
69765,222,Folk,Very High,training
